버스정류장ARS번호,역명,승차총승객수,하차총승객수,총이용객수,위도,경도
02165,방산시장.을지로4가역6번출구,343,621,964,37.5668182855,126.999258524
02166,을지로5가.중부시장,523,556,1079,37.5666200422,127.0011150411
02167,방산시장.훈련원종합체육관,200,335,535,37.5679608485,127.0024044565
02168,을지로5가,334,153,487,37.5658243542,127.0025945654
02169,을지로6가.국립중앙의료원,974,847,1821,37.5661698346,127.0062316194
02170,동대문역사문화공원역8번출구,2164,983,3147,37.5650528273,127.0072096931
02171,동대문역사문화공원역9번출구,1069,2353,3422,37.5651725525,127.0077222561
02172,을지로6가.국립중앙의료원,580,734,1314,37.5664631128,127.0058434821
02173,동대문역사문화공원,2886,2397,5283,37.5673541422,127.0083555318
02174,동대문역사문화공원,3317,2632,5949,37.5674835037,127.0091685169
02177,충무아트센터.스포츠센터.중부소방서,1308,1043,2351,37.5651675256,127.0135231437
02178,충무아트센터.스포츠센터.중부소방서,863,1327,2190,37.5650178857,127.0147408667
02179,성동공업고등학교,621,556,1177,37.5683481924,127.0157558376
02180,성동공업고등학교앞,607,463,1070,37.5686950625,127.0161294881
02181,신당역1번출구.서울중앙시장,1145,1112,2257,37.5657282804,127.0187426545
02182,신당역4번출구.서울중앙시장,1961,1879,3840,37.5654920748,127.0194795301
02183,성동고등학교,1967,1489,3456,37.5655941894,127.0221821569
02184,성동고등학교,885,800,1685,37.5652410933,127.0223979004
02187,신당동떡볶이타운.중구여성플라자,1346,899,2245,37.5627954621,127.0150959791
02188,신당동떡볶이타운.중구여성플라자,917,976,1893,37.5623100443,127.0151908517
02189,청구초등학교.청구역,599,867,1466,37.5589483023,127.0132161263
02190,장충초등학교.청구역,890,895,1785,37.559257398,127.0130316796
02191,약수역2번출구.가온도서관,706,1084,1790,37.5557929112,127.0110429415
02192,약수역3번출구.약수하이츠,1473,862,2335,37.5557496102,127.0113796895
02193,약수역4번출구.금호터널입구,300,649,949,37.553399,127.012012
02194,약수역5번출구.금호터널입구,798,628,1426,37.55292373,127.0118693353
02195,약수역8번출구.신당사회복지관,1084,610,1694,37.5538646495,127.0099566945
02196,약수역7번출구.약수동주민센터,714,750,1464,37.5528509718,127.0092978444
02197,송도병원앞,346,442,788,37.5502676468,127.0077186988
02198,송도병원앞,326,511,837,37.550227118,127.0073984027
02199,약수역1번출구,407,302,709,37.556252533,127.009755648
02201,장충체육관앞,367,442,809,37.5583362176,127.0080610837
02202,장충체육관앞,301,396,697,37.5580017329,127.0078281581
02203,장충동.동국대입구,826,940,1766,37.560621324,127.00590981
02204,장충동.동국대입구,638,933,1571,37.5606663921,127.0056290943
02205,퇴계로6가,330,427,757,37.5634011312,127.0039011095
02206,퇴계로6가.광희동주민센터,668,688,1356,37.5635284386,127.00337576
02207,퇴계로5가.충무초등학교,827,648,1475,37.5623804057,126.9999660413
02208,퇴계로5가.중구청,406,591,997,37.5627804223,126.9997252277
02209,국립극장.반얀트리호텔,591,309,900,37.551481823,127.001094708
02210,국립극장.반얀트리호텔,687,1019,1706,37.5515339575,127.0007525635
02211,청구역2번출구,194,270,464,37.5599600605,127.014656108
02212,청구역3번출구,671,175,846,37.5599303778,127.014219181
02213,동화동,306,70,376,37.5600244709,127.018125822
02214,동화동,26,376,402,37.5598126778,127.0182736903
02215,백범광장,168,213,381,37.555737,126.980093
02218,남대문경찰서.서울역10번출구,161,623,784,37.554128189,126.9738404394
02219,남대문시장앞.이회영활동터,3702,3758,7460,37.5609394169,126.978580386
02220,남산케이블카.남산산책로입구,123,101,224,37.5552651842,126.9839798009
02222,동대입구역.장충동,885,242,1127,37.558362,127.005445
02223,약수역10번출구,117,269,386,37.556256,127.009322
02224,청계1가.광교,156,61,217,37.5685707852,126.9833922386
02225,청계2가.삼일교,227,74,301,37.5678404706,126.9885301722
02226,청계4가.배오개다리,40,36,76,37.5684843738,126.9971755363
02227,청계5가.방산시장,110,85,195,37.5692149555,127.0008265972
02228,청계6가.평화시장,52,65,117,37.5694411915,127.0043806283
02229,청계7가.동평화.청평화시장,508,324,832,37.5695135434,127.0138508174
02230,청계8가.영도교,141,384,525,37.5707259153,127.0189971981
02233,신한은행본점,278,300,578,37.5611965482,126.975585201
02234,퇴계로2가.명동역7번출구,1088,1646,2734,37.560988,126.985336
02235,광희동.동대문역사문화공원역,298,323,621,37.5654113309,127.0091092289
02236,버티고개,596,475,1071,37.5478041512,127.0060242348
02237,버티고개,465,707,1172,37.547650494,127.0061899379
02240,청계3가.관수교,102,67,169,37.5682134567,126.9929650755
02241,청계6가.오간수교,266,162,428,37.5694851752,127.0090361408
02242,충무로역7번출구,45,322,367,37.561690572,126.9933889105
02246,을지로입구역.광교,1335,2601,3936,37.5676492567,126.9825656304
02252,신당파인힐하나유보라,916,490,1406,37.5649809794,127.0248560363
02254,남산북측순환로입구,97,107,204,37.5506986166,126.9988218165
02255,신당동삼성아파트.금호여중,119,608,727,37.5585545048,127.0187298806
02256,신당동대우푸르지오.금호여중,183,60,243,37.5578078339,127.019288178
02257,황학동주민센터,254,282,536,37.5668556166,127.0234023516
02258,신당초등학교앞,332,220,552,37.5644813411,127.0239172657
02259,금호베스트빌.래미안하이베르,237,837,1074,37.5616452068,127.0240513307
02260,금호베스트빌.래미안하이베르,228,98,326,37.5622544456,127.0243472269
02261,신당초등학교,21,237,258,37.5645028357,127.024240415
02272,방산종합시장,181,217,398,37.5678058693,127.0019301271
02273,황학동롯데캐슬,340,373,713,37.5716601701,127.0220339686
02274,광희문.광희동사거리,261,397,658,37.5645499236,127.0086110484
02275,광희문.광희동사거리,200,233,433,37.5644016142,127.009677887
02277,황학동롯데캐슬,680,333,1013,37.5708197498,127.0232958633
02278,한국은행앞,184,34,218,37.561408112,126.9792899798
02279,서울기동대.광희초등학교,71,29,100,37.5679222068,127.0144829458
02280,동대문디자인플라자,70,65,135,37.567700749,127.0119962039
02281,서대문역사거리.농협중앙회,1262,2121,3383,37.5668848609,126.9679802656
02282,서울역9번출구.서울스퀘어빌딩앞,300,710,1010,37.555341632,126.97323173
02284,힐튼호텔,211,295,506,37.5563677408,126.976567168
02285,힐튼호텔,92,602,694,37.5566267411,126.9767113404
02286,시청앞.덕수궁,932,1646,2578,37.5662122834,126.9768355729
02288,장충문화체육센터.권기옥활동터,45,61,106,37.5601745008,127.0025921056
02289,남산1호터널,537,1218,1755,37.5574051765,126.9921666231
02291,남산예장버스환승주차장,1043,993,2036,37.55974,126.989289
02501,약수역.3.6호선,429,331,760,37.553304657300004,127.011705637
02502,조선일보,70,393,463,37.5687339805,126.976883066
02503,시청역,135,725,860,37.566031,126.97701
02505,서울역,209,141,350,37.5582012576,126.9713291252
02506,숭례문앞,378,114,492,37.5615164368,126.976236105
02507,프레스센터,937,389,1326,37.5673960903,126.977339075
02510,신당역하나은행,2250,1343,3593,37.5654231103,127.0215878668
02513,염천교,4,68,72,37.5597925744,126.9711136524
02516,한국경제신문사,42,99,141,37.5609334062,126.9679526472
02518,응봉근린공원.금호산,23,38,61,37.5535217011,127.0169189818
02519,서울방송고등학교.남산타운아파트,126,128,254,37.5495860191,127.012409789
02520,서울방송고등학교.남산타운아파트,79,758,837,37.5496119425,127.0122783521
02521,중구청소년센터.남산타운2상가,0,14,14,37.5516549062,127.012751162
02522,중구청소년센터.남산타운2상가,79,54,133,37.5519027425,127.0121655599
02523,약수시장.남산타운동문,147,124,271,37.5517332168,127.0108500123
02524,약수지구대,872,164,1036,37.5528410964,127.0119577646
02641,서울광장,553,361,914,37.565352,126.978885
02694,서울역,94,17,111,37.5580158041,126.9720456834
03001,한강대교북단.LG유플러스,2786,3802,6588,37.5240499441,126.9631209528
03002,한강대교북단.LG유플러스,2216,2008,4224,37.5243060629,126.9631848403
03003,신용산역,2704,4923,7627,37.527293,126.966207
03004,신용산역,5097,2723,7820,37.527920489,126.9666192358
03005,용산우체국,1359,2134,3493,37.5314970129,126.9702350163
03006,용산우체국,1599,1564,3163,37.5320503694,126.9705640624
03007,삼각지역,1445,3494,4939,37.5351801399,126.9736858311
03008,삼각지역,3593,1385,4978,37.5359845015,126.9741608708
03009,숙대입구역,4212,4921,9133,37.543295633,126.9725377982
03010,숙대입구역,3229,2133,5362,37.5437560216,126.9722320769
03011,갈월동,2850,2432,5282,37.5509755993,126.9722373211
03012,갈월동,2808,2611,5419,37.5495337218,126.9717081909
03110,남영역,2214,1867,4081,37.542006922,126.9719271804
03111,남영역,1617,1100,2717,37.541823,126.972069
03119,신용산역3번출구,1037,1304,2341,37.5288895698,126.9673497525
03120,서울드래곤시티,57,0,57,37.5321566887,126.9630603924
03121,용산역3번출구.용산차고지,0,99,99,37.5318079061,126.9642145682
03122,한강대교북단,279,116,395,37.5249689864,126.963570714
03124,서계동,84,328,412,37.5524743044,126.9693404702
03125,서계동,78,129,207,37.5516704971,126.969221961
03126,청파동,324,292,616,37.5489916168,126.9701219815
03127,청파시장,210,242,452,37.548679027,126.9698626298
03128,숙대입구역.청파동주민센터,295,300,595,37.5453812474,126.9707772395
03129,숙대입구역.청파동주민센터,682,440,1122,37.5454861572,126.9704188578
03130,남영역,14,186,200,37.540813,126.971032
03131,남영역,110,65,175,37.5405702704,126.9706761392
03132,용산전자상가17동,115,195,310,37.5337792589,126.9660271002
03133,용산전자상가19동,88,75,163,37.5335134935,126.9657072039
03134,용산전자상가10동,288,229,517,37.5332725045,126.9619640523
03135,용산전자상가12동,102,294,396,37.5330574076,126.9621689745
03136,용산전자상가.전자랜드,192,241,433,37.5327790559,126.9583252146
03137,용산전자상가.전자랜드,231,229,460,37.5330561177,126.9583363743
03138,원효대교북단,406,560,966,37.5319853728,126.956110982
03139,용산경찰서,767,883,1650,37.5405032098,126.9691858135
03140,용산경찰서,904,663,1567,37.5399994643,126.9690615428
03141,용산꿈나무종합타운.원효로우체국,813,738,1551,37.5386139009,126.9669290534
03142,용산e편한세상,293,746,1039,37.5374620591,126.9654677888
03143,남정초등학교,735,827,1562,37.5363187485,126.9636632444
03144,원효로2가,1082,906,1988,37.536237441,126.9629911361
03145,원효로2가사거리,275,605,880,37.5349338369,126.9610704217
03146,원효로3가,993,768,1761,37.5340407624,126.9581798302
03147,원효로3가,804,944,1748,37.5337957151,126.9583248022
03148,용암초등학교입구.이태원주공아파트,574,814,1388,37.5441159432,126.9886645749
03149,이태원동남산대림아파트.용산동아파트,638,412,1050,37.5398743674,126.9874799728
03150,용산한신아파트,535,624,1159,37.5398054732,126.9871086322
03151,해방촌,1117,283,1400,37.537817739,126.986609087
03152,국군재정관리단,501,903,1404,37.5373177108,126.9868496115
03153,용산구청,1123,1030,2153,37.530303,126.991163
03154,용산구청,920,890,1810,37.5294095764,126.9911698907
03155,한강중학교,1028,1447,2475,37.5254587536,126.9921715396
03156,한강중학교앞,1184,894,2078,37.5245025908,126.9924287738
03157,서빙고역1번출구,888,1094,1982,37.5200464191,126.9899502397
03158,장충단로입구,558,579,1137,37.545795,127.002202
03159,남산예술원,21,115,136,37.544437,127.00204
03160,서울중부기술교육원.블루스퀘어,557,667,1224,37.5415776794,127.0035397782
03161,서울시중부기술교육원.블루스퀘어,2811,2875,5686,37.5411748997,127.0031776354
03162,순천향대학병원,7065,2057,9122,37.5364422432,127.0057302453
03163,순천향대학병원,99,1113,1212,37.5356114027,127.0062993526
03164,순천향대학병원,866,52,918,37.5357934643,127.0054993584
03165,순천향대학병원.한남오거리,4173,6504,10677,37.5354906847,127.0057290409
03166,한남오거리,1658,2571,4229,37.5328478217,127.0083126426
03167,남산도서관.용산도서관,542,558,1100,37.552282,126.980835
03168,남산도서관.용산도서관,621,950,1571,37.5520442521,126.9811340112
03169,후암약수터,132,261,393,37.54869,126.98432
03170,후암약수터,172,319,491,37.548395263,126.9841668777
03171,보성여중고입구,375,758,1133,37.5463968458,126.9858399758
03172,보성여중고입구,692,602,1294,37.5462598541,126.9856317665
03173,남산체육관,134,175,309,37.5427038827,126.9927901963
03174,남산체육관,191,205,396,37.5425047481,126.992916961
03175,하얏트호텔,287,609,896,37.5417535527,126.9961358368
03176,하얏트호텔,469,326,795,37.540866103,126.9974258076
03177,용마루고개.서울자동차고등학교,436,264,700,37.5406368923,126.9584647114
03178,용마루고개.효창파크푸르지오아파트,252,283,535,37.5402999129,126.9585520334
03179,효창공원앞역.이봉창역사울림관,1566,754,2320,37.5392719714,126.9618971064
03180,효창공원앞역.이봉창역사울림관,856,921,1777,37.5388284845,126.9626978558
03181,용산꿈나무종합타운.보건분소,746,1282,2028,37.5384268178,126.9649997667
03182,용산꿈나무종합타운.보건분소,277,334,611,37.538295,126.964648
03183,원효로제1동주민센터,1139,356,1495,37.5376607152,126.9669923459
03184,전쟁기념관,447,907,1354,37.5347586674,126.9768577525
03185,전쟁기념관,1770,647,2417,37.534651168,126.9753831458
03186,녹사평역,333,579,912,37.5351069553,126.9851183494
03187,녹사평역,587,456,1043,37.5347582183,126.9853046955
03188,용산구청.이태원시장,629,438,1067,37.5343830489,126.9904706555
03189,용산구청.이태원시장,651,802,1453,37.5341127106,126.9900096398
03190,이태원역1번출구.해밀턴호텔,569,495,1064,37.534552,126.993043
03191,이태원역4번출구.해밀턴호텔,647,567,1214,37.5343539681,126.9934293088
03192,이태원119안전센터,353,598,951,37.53479,126.996387
03193,이태원119안전센터,560,559,1119,37.534604145,126.997179939
03194,한남동주민센터,614,1005,1619,37.5370458894,127.0004667254
03195,한남동주민센터,781,546,1327,37.5367073033,127.0006042579
03196,한강진역.블루스퀘어,379,1432,1811,37.540805,127.001695
03197,한강진역.블루스퀘어,1508,369,1877,37.5409291837,127.0020254103
03198,서울역11번출구,802,286,1088,37.5536168846,126.9738943742
03199,후암삼거리,180,512,692,37.5525408404,126.9765772255
03200,후암시장,540,571,1111,37.5506891863,126.9770644706
03201,후암시장,1008,411,1419,37.5497467332,126.9775446282
03202,용산중고,397,217,614,37.5466597949,126.9781855672
03203,용산중고,555,447,1002,37.547205,126.978225
03204,후암동종점,712,757,1469,37.5466989277,126.9809588102
03205,용산중고,10,307,317,37.54574,126.977563
03206,남영동주민센터,114,116,230,37.5458126055,126.9768703431
03207,남영동주민센터,39,39,78,37.5453624049,126.9750573355
03208,남영우체국,762,277,1039,37.5451241168,126.973235384
03209,남영우체국,260,220,480,37.545368151,126.9734813948
03210,한남시범아파트,245,288,533,37.5379429734,127.0122607528
03211,한남시범아파트,141,375,516,37.5377041394,127.0126714787
03212,한남동,962,907,1869,37.5339127002,127.0084445845
03213,한남동,1166,706,1872,37.5337549896,127.0087002913
03214,이촌동동부센트레빌,194,433,627,37.5215595386,126.9660096214
03215,이촌동두산위브트레지움.한강대우아파트,640,425,1065,37.5215734809,126.9675282802
03216,이촌1동충신교회앞,439,550,989,37.5212831472,126.968480845
03217,이촌동한가람아파트.이촌역,1004,564,1568,37.520656299,126.9718842721
03218,이촌동한강맨션.이촌역,755,727,1482,37.5201804898,126.972709783
03219,신용산초등학교,464,542,1006,37.5198497731,126.9745085046
